machine_id,hour,label,time_to_failure_h,failure_event,temperature_c,vibration_mm_s,pressure_kpa,hours_since_maintenance,risk_score
11,1953,0,98.0,0,64.75,0.686,102.77,452,0.0001
11,1954,0,97.0,0,66.25,0.444,104.96,453,0.0001
11,1955,0,96.0,0,68.76,0.384,104.2,454,0.0001
11,1956,0,95.0,0,66.36,0.538,101.23,455,0.0001
11,1957,0,94.0,0,65.27,0.696,97.43,456,0.0001
11,1958,0,93.0,0,63.71,0.558,102.52,457,0.0001
11,1959,0,92.0,0,61.63,0.533,101.49,458,0.0001
11,1960,0,91.0,0,61.15,0.351,101.8,459,0.0001
11,1961,0,90.0,0,63.36,0.42,102.14,460,0.0001
11,1962,0,89.0,0,67.32,0.574,103.31,461,0.0001
11,1963,0,88.0,0,63.8,0.331,107.28,462,0.0001
11,1964,0,87.0,0,65.54,0.374,104.61,463,0.0001
11,1965,0,86.0,0,66.44,0.408,102.62,464,0.0001
11,1966,0,85.0,0,67.91,0.244,100.53,465,0.0001
11,1967,0,84.0,0,64.32,0.424,96.74,466,0.0001
11,1968,0,83.0,0,64.19,0.506,101.5,467,0.0001
11,1969,0,82.0,0,64.02,0.395,102.68,468,0.0001
11,1970,0,81.0,0,64.49,0.694,104.47,469,0.0001
11,1971,0,80.0,0,64.78,0.463,97.24,470,0.0001
11,1972,0,79.0,0,64.6,0.598,100.9,471,0.0001
11,1973,0,78.0,0,68.53,0.491,100.06,472,0.0001
11,1974,0,77.0,0,64.23,0.555,102.4,473,0.0001
11,1975,0,76.0,0,63.59,0.444,101.52,474,0.0001
11,1976,0,75.0,0,60.5,0.675,101.6,475,0.0001
11,1977,0,74.0,0,65.05,0.197,98.73,476,0.0001
11,1978,0,73.0,0,66.23,0.567,103.32,477,0.0001
11,1979,0,72.0,0,66.71,0.384,100.4,478,0.0001
11,1980,0,71.0,0,65.38,0.466,98.48,479,0.0001
11,1981,0,70.0,0,64.96,0.435,103.29,480,0.0001
11,1982,0,69.0,0,62.55,0.457,98.04,481,0.0001
11,1983,0,68.0,0,67.49,0.396,102.94,482,0.0001
11,1984,0,67.0,0,64.85,0.63,100.28,483,0.0001
11,1985,0,66.0,0,64.84,0.637,100.75,484,0.0001
11,1986,0,65.0,0,65.43,0.37,100.78,485,0.0001
11,1987,0,64.0,0,66.59,0.396,104.2,486,0.0001
11,1988,0,63.0,0,64.48,0.286,100.32,487,0.0001
11,1989,0,62.0,0,66.58,0.734,103.58,488,0.0001
11,1990,0,61.0,0,64.84,0.576,103.49,489,0.0001
11,1991,0,60.0,0,68.6,0.516,104.44,490,0.0001
11,1992,0,59.0,0,68.71,0.573,101.7,491,0.0001
11,1993,0,58.0,0,64.14,0.505,101.07,492,0.0001
11,1994,0,57.0,0,66.51,0.661,97.83,493,0.0001
11,1995,0,56.0,0,69.04,0.733,100.23,494,0.0001
11,1996,0,55.0,0,67.94,0.446,99.29,495,0.0001
11,1997,0,54.0,0,66.0,0.69,100.5,496,0.0001
11,1998,0,53.0,0,69.58,0.705,96.48,497,0.0001
11,1999,0,52.0,0,67.6,0.648,103.1,498,0.0001
11,2000,0,51.0,0,71.18,0.893,98.2,499,0.0001
11,2001,0,50.0,0,69.87,0.664,100.84,500,0.0001
11,2002,0,49.0,0,68.06,0.516,99.62,501,0.0001
11,2003,0,48.0,0,71.38,0.734,106.26,502,0.0001
11,2004,0,47.0,0,65.32,0.858,99.41,503,0.0001
11,2005,0,46.0,0,68.27,1.051,103.18,504,0.0001
11,2006,0,45.0,0,68.01,0.751,98.76,505,0.0001
11,2007,0,44.0,0,68.19,1.053,98.84,506,0.0001
11,2008,0,43.0,0,70.72,1.015,102.93,507,0.0001
11,2009,0,42.0,0,69.18,0.851,95.76,508,0.0001
11,2010,0,41.0,0,68.19,1.287,98.18,509,0.0001
11,2011,0,40.0,0,68.12,0.964,95.17,510,0.0001
11,2012,0,39.0,0,69.45,1.22,99.63,511,0.0001
11,2013,0,38.0,0,72.0,1.032,99.68,512,0.0001
11,2014,0,37.0,0,70.16,1.22,97.62,513,0.0001
11,2015,0,36.0,0,75.75,1.022,96.88,514,0.0001
11,2016,0,35.0,0,72.37,1.445,100.1,515,0.0002
11,2017,0,34.0,0,71.56,1.091,98.56,516,0.0001
11,2018,0,33.0,0,70.69,1.23,98.15,517,0.0001
11,2019,0,32.0,0,72.78,1.483,96.85,518,0.0001
11,2020,0,31.0,0,75.57,1.445,93.62,519,0.0002
11,2021,0,30.0,0,73.66,1.442,96.76,520,0.0002
11,2022,0,29.0,0,72.37,1.386,94.99,521,0.0001
11,2023,0,28.0,0,73.37,1.503,94.51,522,0.0002
11,2024,0,27.0,0,73.74,1.63,94.67,523,0.0002
11,2025,0,26.0,0,73.13,1.594,92.41,524,0.0765
11,2026,0,25.0,0,78.8,1.652,92.32,525,0.7393
11,2027,1,24.0,0,74.44,1.676,96.25,526,0.9903
11,2028,1,23.0,0,73.61,1.598,93.19,527,0.9984
11,2029,1,22.0,0,76.73,1.451,94.12,528,0.9987
11,2030,1,21.0,0,78.48,1.768,95.03,529,0.9989
11,2031,1,20.0,0,77.91,1.621,90.48,530,0.9988
11,2032,1,19.0,0,77.3,1.834,97.35,531,0.9989
11,2033,1,18.0,0,74.63,2.039,90.86,532,0.999
11,2034,1,17.0,0,80.11,1.928,93.12,533,0.9988
11,2035,1,16.0,0,75.58,1.899,94.46,534,0.9989
11,2036,1,15.0,0,79.38,1.864,93.64,535,0.9989
11,2037,1,14.0,0,79.47,1.871,88.28,536,0.9989
11,2038,1,13.0,0,82.67,2.181,92.1,537,0.9988
11,2039,1,12.0,0,78.27,2.256,92.92,538,0.9989
11,2040,1,11.0,0,74.44,2.112,87.99,539,0.9989
11,2041,1,10.0,0,81.26,1.97,91.74,540,0.9989
11,2042,1,9.0,0,80.59,1.888,93.77,541,0.9987
11,2043,1,8.0,0,79.49,2.194,88.68,542,0.9987
11,2044,1,7.0,0,79.17,2.319,92.35,543,0.9989
11,2045,1,6.0,0,80.71,2.193,88.4,544,0.9989
11,2046,1,5.0,0,81.17,2.305,89.55,545,0.9989
11,2047,1,4.0,0,81.82,2.021,94.33,546,0.9989
11,2048,1,3.0,0,82.87,2.604,90.67,547,0.9989
11,2049,1,2.0,0,80.13,2.492,89.65,548,0.9989
11,2050,1,1.0,0,82.33,2.452,89.5,549,0.9989
11,2051,1,0.0,1,82.2,2.658,86.35,550,0.9985
11,2052,0,,0,62.45,0.389,101.58,1,0.0001
11,2053,0,,0,62.53,0.22,102.39,2,0.0001
11,2054,0,,0,64.32,0.492,104.08,3,0.0002
11,2055,0,,0,64.15,0.503,102.57,4,0.0001
11,2056,0,,0,67.2,0.376,97.66,5,0.0001
11,2057,0,,0,61.64,0.562,101.02,6,0.0006
11,2058,0,,0,65.6,0.398,101.96,7,0.0002
11,2059,0,,0,66.54,0.425,101.34,8,0.0001
11,2060,0,,0,65.29,0.6,102.16,9,0.0002
11,2061,0,,0,63.39,0.416,100.12,10,0.0002
11,2062,0,,0,64.58,0.355,100.18,11,0.0001
11,2063,0,,0,64.95,0.415,101.53,12,0.0001
11,2064,0,,0,65.39,0.319,97.44,13,0.0001
11,2065,0,,0,66.94,0.345,107.22,14,0.0001
11,2066,0,,0,67.43,0.617,100.22,15,0.0001
11,2067,0,,0,67.48,0.38,100.45,16,0.0001
11,2068,0,,0,66.46,0.563,101.04,17,0.0001
11,2069,0,,0,65.2,0.452,101.25,18,0.0001
11,2070,0,,0,65.71,0.45,100.83,19,0.0001
11,2071,0,,0,64.32,0.297,100.73,20,0.0001
11,2072,0,,0,62.89,0.474,102.17,21,0.0001
11,2073,0,,0,64.47,0.453,101.4,22,0.0001
11,2074,0,,0,63.55,0.463,103.35,23,0.0001
11,2075,0,,0,66.9,0.346,101.99,24,0.0001
11,2076,0,,0,63.12,0.535,99.36,25,0.0001
11,2077,0,,0,64.7,0.341,102.49,26,0.0001
11,2078,0,,0,64.94,0.557,103.24,27,0.0001
11,2079,0,,0,64.2,0.313,104.22,28,0.0001
11,2080,0,,0,66.79,0.459,107.4,29,0.0001
11,2081,0,,0,62.91,0.441,104.6,30,0.0001
11,2082,0,,0,61.96,0.333,105.66,31,0.0001
11,2083,0,,0,64.5,0.427,100.81,32,0.0001
11,2084,0,,0,66.86,0.418,102.18,33,0.0001
11,2085,0,,0,62.58,0.433,102.89,34,0.0001
11,2086,0,,0,65.08,0.32,103.22,35,0.0001
11,2087,0,,0,63.61,0.435,101.83,36,0.0001
11,2088,0,,0,63.98,0.534,106.17,37,0.0001
11,2089,0,,0,64.71,0.359,98.5,38,0.0001
11,2090,0,,0,62.71,0.345,97.87,39,0.0001
11,2091,0,,0,63.76,0.306,105.17,40,0.0001
11,2092,0,,0,65.85,0.269,101.61,41,0.0001
11,2093,0,,0,65.3,0.401,101.21,42,0.0001
11,2094,0,,0,64.92,0.513,106.09,43,0.0001
11,2095,0,,0,63.17,0.369,99.07,44,0.0001
11,2096,0,,0,66.52,0.438,97.05,45,0.0001
11,2097,0,,0,64.8,0.528,97.71,46,0.0001
11,2098,0,,0,61.85,0.626,104.7,47,0.0001
11,2099,0,,0,64.8,0.471,97.54,48,0.0001
11,2100,0,,0,62.95,0.282,102.21,49,0.0001
11,2101,0,,0,66.51,0.607,102.58,50,0.0001
11,2102,0,,0,62.54,0.469,100.93,51,0.0001
11,2103,0,,0,65.04,0.572,102.69,52,0.0001
11,2104,0,,0,64.67,0.426,99.28,53,0.0001
11,2105,0,,0,68.4,0.466,108.14,54,0.0001
11,2106,0,,0,63.52,0.528,102.17,55,0.0001
11,2107,0,,0,65.31,0.517,104.78,56,0.0001
11,2108,0,,0,65.09,0.352,97.35,57,0.0001
11,2109,0,,0,64.39,0.497,102.99,58,0.0001
11,2110,0,,0,63.27,0.228,102.93,59,0.0001
11,2111,0,,0,64.68,0.552,103.71,60,0.0001
11,2112,0,,0,67.09,0.512,103.32,61,0.0001
11,2113,0,,0,66.25,0.482,101.85,62,0.0001
11,2114,0,,0,65.49,0.49,101.66,63,0.0001
11,2115,0,,0,64.53,0.292,102.41,64,0.0001
11,2116,0,,0,65.3,0.267,99.81,65,0.0001
11,2117,0,,0,62.18,0.301,100.44,66,0.0001
11,2118,0,,0,67.59,0.315,98.31,67,0.0001
11,2119,0,,0,65.67,0.551,102.35,68,0.0001
11,2120,0,,0,64.64,0.512,104.45,69,0.0001
11,2121,0,,0,64.33,0.491,103.3,70,0.0001
11,2122,0,,0,63.5,0.501,102.35,71,0.0001
11,2123,0,,0,64.23,0.308,102.72,72,0.0001
11,2124,0,,0,64.15,0.418,101.65,73,0.0001
11,2125,0,,0,65.32,0.385,97.53,74,0.0001
11,2126,0,,0,64.86,0.162,96.61,75,0.0001
11,2127,0,,0,64.34,0.487,103.1,76,0.0001
11,2128,0,,0,65.96,0.372,108.4,77,0.0001
11,2129,0,,0,65.68,0.54,97.58,78,0.0001
11,2130,0,,0,65.61,0.642,105.81,79,0.0001
11,2131,0,,0,61.52,0.602,97.69,80,0.0001
11,2132,0,,0,68.94,0.541,101.49,81,0.0001
11,2133,0,,0,65.62,0.419,104.47,82,0.0001
11,2134,0,,0,62.94,0.466,103.13,83,0.0001
11,2135,0,,0,65.9,0.58,106.81,84,0.0001
11,2136,0,,0,66.32,0.298,101.71,85,0.0001
11,2137,0,,0,62.06,0.395,100.62,86,0.0001
11,2138,0,,0,64.46,0.303,101.44,87,0.0001
11,2139,0,,0,66.74,0.676,103.27,88,0.0001
11,2140,0,,0,67.57,0.514,98.28,89,0.0001
11,2141,0,,0,63.6,0.651,102.98,90,0.0001
11,2142,0,,0,64.99,0.564,102.37,91,0.0001
11,2143,0,,0,65.07,0.572,102.57,92,0.0001
11,2144,0,,0,62.13,0.517,100.59,93,0.0001
11,2145,0,,0,63.77,0.334,101.36,94,0.0001
11,2146,0,,0,66.46,0.354,104.14,95,0.0001
11,2147,0,,0,66.76,0.578,98.73,96,0.0001
11,2148,0,,0,63.3,0.339,105.85,97,0.0001
11,2149,0,,0,65.17,0.237,102.87,98,0.0001
11,2150,0,,0,66.02,0.31,104.3,99,0.0001
11,2151,0,,0,65.03,0.293,98.16,100,0.0001
11,2152,0,,0,67.43,0.345,98.75,101,0.0001
11,2153,0,,0,64.55,0.732,98.84,102,0.0001
11,2154,0,,0,63.14,0.648,105.68,103,0.0001
11,2155,0,,0,68.35,0.495,105.1,104,0.0001
11,2156,0,,0,67.22,0.524,99.04,105,0.0001
11,2157,0,,0,68.02,0.491,102.37,106,0.0001
11,2158,0,,0,62.17,0.551,103.08,107,0.0001
11,2159,0,,0,65.52,0.4,100.63,108,0.0001
12,3,0,730.0,0,64.26,0.159,103.04,4,0.0001
12,4,0,729.0,0,63.31,0.474,99.82,5,0.0001
12,5,0,728.0,0,64.99,0.256,103.25,6,0.0001
12,6,0,727.0,0,67.22,0.477,100.17,7,0.0001
12,7,0,726.0,0,64.96,0.271,102.35,8,0.0001
12,8,0,725.0,0,64.73,0.584,101.87,9,0.0001
12,9,0,724.0,0,66.11,0.27,99.87,10,0.0001
12,10,0,723.0,0,63.95,0.631,102.46,11,0.0001
12,11,0,722.0,0,63.35,0.369,96.5,12,0.0001
12,12,0,721.0,0,66.69,0.622,101.08,13,0.0001
12,13,0,720.0,0,66.44,0.383,101.36,14,0.0001
12,14,0,719.0,0,67.84,0.421,101.72,15,0.0001
12,15,0,718.0,0,66.25,0.607,98.63,16,0.0001
12,16,0,717.0,0,65.0,0.462,102.35,17,0.0001
12,17,0,716.0,0,63.57,0.383,100.82,18,0.0001
12,18,0,715.0,0,68.02,0.529,100.41,19,0.0001
12,19,0,714.0,0,62.88,0.415,102.42,20,0.0001
12,20,0,713.0,0,67.41,0.544,106.32,21,0.0001
12,21,0,712.0,0,64.64,0.4,102.28,22,0.0001
12,22,0,711.0,0,65.24,0.288,102.44,23,0.0001
12,23,0,710.0,0,68.58,0.517,102.74,24,0.0001
12,24,0,709.0,0,66.65,0.345,98.13,25,0.0001
12,25,0,708.0,0,62.92,0.569,103.65,26,0.0001
12,26,0,707.0,0,65.76,0.446,101.03,27,0.0001
12,27,0,706.0,0,63.6,0.37,102.6,28,0.0001
12,28,0,705.0,0,63.04,0.246,100.97,29,0.0001
12,29,0,704.0,0,63.87,0.362,102.86,30,0.0001
12,30,0,703.0,0,65.18,0.438,100.99,31,0.0001
12,31,0,702.0,0,65.08,0.377,100.09,32,0.0001
12,32,0,701.0,0,65.5,0.304,99.55,33,0.0001
12,33,0,700.0,0,67.34,0.438,99.67,34,0.0001
12,34,0,699.0,0,63.99,0.574,104.14,35,0.0001
12,35,0,698.0,0,60.1,0.442,96.72,36,0.0001
12,36,0,697.0,0,65.75,0.499,98.94,37,0.0001
12,37,0,696.0,0,64.57,0.433,99.79,38,0.0001
12,38,0,695.0,0,63.63,0.41,102.98,39,0.0001
12,39,0,694.0,0,63.38,0.49,99.25,40,0.0001
12,40,0,693.0,0,65.64,0.361,103.3,41,0.0001
12,41,0,692.0,0,68.53,0.291,102.78,42,0.0001
12,42,0,691.0,0,66.75,0.499,105.27,43,0.0001
12,43,0,690.0,0,65.53,0.275,102.1,44,0.0001
12,44,0,689.0,0,66.15,0.577,105.99,45,0.0001
12,45,0,688.0,0,63.04,0.668,111.49,46,0.0001
12,46,0,687.0,0,64.82,0.322,99.37,47,0.0001
12,47,0,686.0,0,65.64,0.638,98.33,48,0.0001
12,48,0,685.0,0,65.24,0.635,100.37,49,0.0001
12,49,0,684.0,0,65.22,0.375,101.92,50,0.0001
12,50,0,683.0,0,63.45,0.456,104.06,51,0.0001
12,51,0,682.0,0,65.24,0.4,100.14,52,0.0001
12,52,0,681.0,0,67.82,0.688,106.03,53,0.0001
12,53,0,680.0,0,63.93,0.441,102.41,54,0.0001
12,54,0,679.0,0,65.19,0.379,100.82,55,0.0001
12,55,0,678.0,0,64.62,0.355,102.8,56,0.0001
12,56,0,677.0,0,66.94,0.326,100.67,57,0.0001
12,57,0,676.0,0,62.87,0.565,106.82,58,0.0001
12,58,0,675.0,0,62.73,0.461,99.87,59,0.0001
12,59,0,674.0,0,66.47,0.304,102.58,60,0.0001
12,60,0,673.0,0,67.6,0.583,102.21,61,0.0001
12,61,0,672.0,0,65.46,0.406,102.97,62,0.0001
12,62,0,671.0,0,68.24,0.561,106.46,63,0.0001
12,63,0,670.0,0,64.84,0.632,99.49,64,0.0001
12,64,0,669.0,0,62.65,0.657,99.53,65,0.0001
12,65,0,668.0,0,62.12,0.315,104.19,66,0.0001
12,66,0,667.0,0,65.15,0.444,104.5,67,0.0001
12,67,0,666.0,0,62.79,0.432,96.53,68,0.0001
12,68,0,665.0,0,62.53,0.346,103.17,69,0.0001
12,69,0,664.0,0,64.93,0.33,101.6,70,0.0001
12,70,0,663.0,0,64.77,0.344,100.43,71,0.0001
12,71,0,662.0,0,65.13,0.256,102.61,72,0.0001
12,72,0,661.0,0,63.32,0.63,98.99,73,0.0001
12,73,0,660.0,0,64.05,0.47,102.44,74,0.0001
12,74,0,659.0,0,69.71,0.344,100.55,75,0.0001
12,75,0,658.0,0,65.36,0.452,106.93,76,0.0001
12,76,0,657.0,0,63.51,0.534,108.28,77,0.0001
12,77,0,656.0,0,67.67,0.372,103.94,78,0.0001
12,78,0,655.0,0,65.6,0.409,104.18,79,0.0001
12,79,0,654.0,0,64.71,0.161,102.32,80,0.0001
12,80,0,653.0,0,63.33,0.469,103.19,81,0.0001
12,81,0,652.0,0,67.48,0.475,99.99,82,0.0001
12,82,0,651.0,0,63.09,0.377,102.62,83,0.0001
12,83,0,650.0,0,67.4,0.611,96.62,84,0.0001
12,84,0,649.0,0,67.44,0.427,99.57,85,0.0001
12,85,0,648.0,0,65.31,0.488,101.06,86,0.0001
12,86,0,647.0,0,64.66,0.431,98.01,87,0.0001
12,87,0,646.0,0,66.86,0.148,102.61,88,0.0001
12,88,0,645.0,0,64.22,0.63,101.39,89,0.0001
12,89,0,644.0,0,67.0,0.505,99.96,90,0.0001
12,90,0,643.0,0,63.61,0.396,102.0,91,0.0001
12,91,0,642.0,0,64.28,0.218,102.8,92,0.0001
12,92,0,641.0,0,63.24,0.463,102.37,93,0.0001
12,93,0,640.0,0,63.28,0.51,101.01,94,0.0001
12,94,0,639.0,0,63.64,0.524,101.09,95,0.0001
12,95,0,638.0,0,65.09,0.502,97.17,96,0.0001
12,96,0,637.0,0,65.02,0.477,101.37,97,0.0001
12,97,0,636.0,0,63.94,0.457,99.86,98,0.0001
12,98,0,635.0,0,65.3,0.257,101.56,99,0.0001
12,99,0,634.0,0,64.12,0.414,99.27,100,0.0001
12,100,0,633.0,0,65.7,0.613,97.66,101,0.0001
12,101,0,632.0,0,67.23,0.391,99.96,102,0.0001
12,102,0,631.0,0,66.25,0.296,101.68,103,0.0001
12,103,0,630.0,0,65.52,0.429,106.79,104,0.0001
12,104,0,629.0,0,64.06,0.49,98.03,105,0.0001
12,105,0,628.0,0,68.48,0.338,97.81,106,0.0001
12,106,0,627.0,0,66.2,0.444,101.52,107,0.0001
12,107,0,626.0,0,62.98,0.503,100.01,108,0.0001
12,108,0,625.0,0,64.1,0.455,100.38,109,0.0001
12,109,0,624.0,0,64.17,0.422,102.06,110,0.0001
12,110,0,623.0,0,63.2,0.397,103.16,111,0.0001
12,111,0,622.0,0,62.24,0.34,99.79,112,0.0001
12,112,0,621.0,0,64.52,0.369,100.02,113,0.0001
12,113,0,620.0,0,67.88,0.391,103.87,114,0.0001
12,114,0,619.0,0,62.98,0.436,103.97,115,0.0001
12,115,0,618.0,0,65.67,0.419,101.9,116,0.0001
12,116,0,617.0,0,63.55,0.569,105.31,117,0.0001
12,117,0,616.0,0,66.59,0.529,103.6,118,0.0001
12,118,0,615.0,0,65.05,0.298,104.53,119,0.0001
12,119,0,614.0,0,60.85,0.34,101.53,120,0.0001
12,120,0,613.0,0,67.14,0.384,104.66,121,0.0001
12,121,0,612.0,0,65.19,0.519,104.28,122,0.0001
12,122,0,611.0,0,65.44,0.728,103.28,123,0.0001
12,123,0,610.0,0,64.6,0.53,106.52,124,0.0001
12,124,0,609.0,0,65.91,0.352,102.27,125,0.0001
12,125,0,608.0,0,63.77,0.447,98.32,126,0.0001
12,126,0,607.0,0,62.73,0.553,106.56,127,0.0001
12,127,0,606.0,0,66.67,0.377,99.96,128,0.0001
12,128,0,605.0,0,67.65,0.668,103.55,129,0.0001
12,129,0,604.0,0,61.99,0.479,102.88,130,0.0001
12,130,0,603.0,0,64.28,0.381,106.25,131,0.0001
12,131,0,602.0,0,65.99,0.468,100.78,132,0.0001
12,132,0,601.0,0,64.17,0.499,105.81,133,0.0001
12,133,0,600.0,0,65.46,0.489,103.52,134,0.0001
12,134,0,599.0,0,62.15,0.413,103.5,135,0.0001
12,135,0,598.0,0,64.68,0.31,102.67,136,0.0001
12,136,0,597.0,0,66.25,0.454,100.54,137,0.0001
12,137,0,596.0,0,66.67,0.425,105.85,138,0.0001
12,138,0,595.0,0,65.35,0.453,101.44,139,0.0001
12,139,0,594.0,0,65.54,0.448,103.22,140,0.0001
12,140,0,593.0,0,63.89,0.576,104.15,141,0.0001
12,141,0,592.0,0,64.44,0.311,102.82,142,0.0001
12,142,0,591.0,0,66.09,0.281,104.72,143,0.0001
12,143,0,590.0,0,68.75,0.546,105.93,144,0.0001
12,144,0,589.0,0,64.04,0.549,96.97,145,0.0001
12,145,0,588.0,0,63.56,0.603,100.34,146,0.0001
12,146,0,587.0,0,63.79,0.584,100.87,147,0.0001
12,147,0,586.0,0,64.14,0.354,103.54,148,0.0001
12,148,0,585.0,0,63.61,0.222,101.88,149,0.0001
12,149,0,584.0,0,63.68,0.496,108.11,150,0.0001
12,150,0,583.0,0,68.07,0.355,97.74,151,0.0001
12,151,0,582.0,0,65.39,0.493,100.48,152,0.0001
12,152,0,581.0,0,66.42,0.55,103.12,153,0.0001
12,153,0,580.0,0,69.11,0.458,102.32,154,0.0001
12,154,0,579.0,0,64.58,0.348,99.77,155,0.0001
12,155,0,578.0,0,65.74,0.427,97.74,156,0.0001
12,156,0,577.0,0,65.61,0.465,103.54,157,0.0001
12,157,0,576.0,0,63.75,0.465,100.08,158,0.0001
12,158,0,575.0,0,66.01,0.503,101.6,159,0.0001
12,159,0,574.0,0,64.7,0.466,98.5,160,0.0001
12,160,0,573.0,0,66.12,0.455,100.18,161,0.0001
12,161,0,572.0,0,62.9,0.246,103.82,162,0.0001
12,162,0,571.0,0,67.89,0.527,101.73,163,0.0001
12,163,0,570.0,0,63.97,0.43,101.57,164,0.0001
12,164,0,569.0,0,65.78,0.455,102.28,165,0.0001
12,165,0,568.0,0,63.46,0.422,104.03,166,0.0001
12,166,0,567.0,0,67.1,0.358,100.62,167,0.0001
12,167,0,566.0,0,63.32,0.547,102.95,168,0.0001
12,168,0,565.0,0,64.77,0.659,106.47,169,0.0001
12,169,0,564.0,0,61.92,0.441,105.4,170,0.0001
12,170,0,563.0,0,63.3,0.301,98.65,171,0.0001
12,171,0,562.0,0,64.97,0.562,104.63,172,0.0001
12,172,0,561.0,0,65.24,0.74,100.18,173,0.0001
12,173,0,560.0,0,67.62,0.474,97.6,174,0.0001
12,174,0,559.0,0,64.38,0.41,102.46,175,0.0001
12,175,0,558.0,0,68.94,0.408,103.64,176,0.0001
12,176,0,557.0,0,64.84,0.429,104.22,177,0.0001
12,177,0,556.0,0,66.82,0.387,103.22,178,0.0001
12,178,0,555.0,0,64.81,0.423,102.66,179,0.0001
12,179,0,554.0,0,66.08,0.431,102.98,180,0.0001
12,180,0,553.0,0,62.46,0.566,98.92,181,0.0001
12,181,0,552.0,0,63.94,0.581,103.27,182,0.0001
12,182,0,551.0,0,64.82,0.398,99.83,183,0.0001
12,183,0,550.0,0,61.82,0.422,101.64,184,0.0001
12,184,0,549.0,0,63.01,0.543,101.51,185,0.0001
12,185,0,548.0,0,64.31,0.217,102.14,186,0.0001
12,186,0,547.0,0,62.68,0.267,107.47,187,0.0001
12,187,0,546.0,0,63.28,0.467,106.6,188,0.0001
12,188,0,545.0,0,65.98,0.273,104.39,189,0.0001
12,189,0,544.0,0,65.59,0.233,100.8,190,0.0001
12,190,0,543.0,0,65.56,0.439,102.65,191,0.0001
12,191,0,542.0,0,66.04,0.253,101.92,192,0.0001
12,192,0,541.0,0,62.67,0.337,101.83,193,0.0001
12,193,0,540.0,0,63.71,0.416,99.92,194,0.0001
12,194,0,539.0,0,65.45,0.66,99.48,195,0.0001
12,195,0,538.0,0,63.29,0.494,103.46,196,0.0001
12,196,0,537.0,0,67.83,0.455,104.52,197,0.0001
12,197,0,536.0,0,69.83,0.545,100.18,198,0.0001
12,198,0,535.0,0,64.06,0.425,98.75,199,0.0001
12,199,0,534.0,0,63.86,0.429,102.4,200,0.0001
12,200,0,533.0,0,68.16,0.39,98.12,201,0.0001
12,201,0,532.0,0,65.29,0.644,102.9,202,0.0001
12,202,0,531.0,0,64.26,0.421,107.73,203,0.0001
12,203,0,530.0,0,64.08,0.407,98.43,204,0.0001
12,204,0,529.0,0,65.4,0.515,101.71,205,0.0001
12,205,0,528.0,0,64.15,0.514,101.72,206,0.0001
12,206,0,527.0,0,62.95,0.583,103.63,207,0.0001
12,207,0,526.0,0,68.24,0.697,105.53,208,0.0001
12,208,0,525.0,0,65.32,0.64,99.95,209,0.0001
12,209,0,524.0,0,64.61,0.44,97.78,210,0.0001
12,210,0,523.0,0,62.98,0.235,105.35,211,0.0001
12,211,0,522.0,0,64.33,0.572,103.23,212,0.0001
12,212,0,521.0,0,66.91,0.648,102.96,213,0.0001
12,213,0,520.0,0,66.68,0.451,99.97,214,0.0001
12,214,0,519.0,0,66.58,0.374,101.58,215,0.0001
12,215,0,518.0,0,63.92,0.512,101.38,216,0.0001
12,216,0,517.0,0,63.03,0.374,105.62,217,0.0001
12,217,0,516.0,0,64.05,0.428,102.83,218,0.0001
12,218,0,515.0,0,65.91,0.351,103.22,219,0.0001
12,219,0,514.0,0,64.69,0.34,96.85,220,0.0001
12,220,0,513.0,0,64.61,0.358,99.79,221,0.0001
12,221,0,512.0,0,64.4,0.457,97.19,222,0.0001
12,222,0,511.0,0,65.17,0.295,103.55,223,0.0001
12,223,0,510.0,0,62.52,0.621,107.48,224,0.0001
12,224,0,509.0,0,65.37,0.429,100.96,225,0.0001
12,225,0,508.0,0,67.23,0.523,107.48,226,0.0001
12,226,0,507.0,0,64.19,0.379,101.96,227,0.0001
12,227,0,506.0,0,63.68,0.668,101.35,228,0.0001
12,228,0,505.0,0,66.09,0.377,99.84,229,0.0001
12,229,0,504.0,0,65.92,0.226,100.22,230,0.0001
12,230,0,503.0,0,65.59,0.526,96.94,231,0.0001
12,231,0,502.0,0,62.9,0.508,100.98,232,0.0001
12,232,0,501.0,0,62.9,0.467,104.36,233,0.0001
12,233,0,500.0,0,62.05,0.403,101.56,234,0.0001
12,234,0,499.0,0,62.85,0.418,101.98,235,0.0001
12,235,0,498.0,0,69.07,0.494,104.12,236,0.0001
12,236,0,497.0,0,65.33,0.233,97.58,237,0.0001
12,237,0,496.0,0,65.91,0.552,107.43,238,0.0001
12,238,0,495.0,0,63.89,0.366,104.2,239,0.0001
12,239,0,494.0,0,66.59,0.531,101.47,240,0.0001
12,240,0,493.0,0,62.22,0.276,101.8,241,0.0001
12,241,0,492.0,0,68.79,0.363,95.75,242,0.0001
12,242,0,491.0,0,64.83,0.499,101.84,243,0.0001
12,243,0,490.0,0,62.38,0.297,102.03,244,0.0001
12,244,0,489.0,0,65.37,0.503,100.1,245,0.0001
12,245,0,488.0,0,66.19,0.42,102.62,246,0.0001
12,246,0,487.0,0,65.73,0.436,103.08,247,0.0001
12,247,0,486.0,0,65.72,0.411,99.18,248,0.0001
12,248,0,485.0,0,63.86,0.441,107.0,249,0.0001
